,x,y,headways_mean,unique_route_id
gen:23016:1380:1:51_zürcher_verkehrsverbund,8.817719099699199,47.238551221790196,10.714285714285714,41-885-P-j19-1_zürcher_verkehrsverbund
gen:23016:1380:1:51_zürcher_verkehrsverbund,8.817719099699199,47.238551221790196,8.823529411764707,42-994-P-j19-1_zürcher_verkehrsverbund
gen:23016:1448:1:50_zürcher_verkehrsverbund,8.836386091305801,47.2299935091712,30.0,42-995-P-j19-1_zürcher_verkehrsverbund
gen:23016:1448:1:51_zürcher_verkehrsverbund,8.836089647262,47.2299447085579,30.0,42-995-P-j19-1_zürcher_verkehrsverbund
gen:23016:1467:1:50_zürcher_verkehrsverbund,8.81927318514094,47.23627621281529,11.538461538461538,41-885-P-j19-1_zürcher_verkehrsverbund
gen:23016:1467:1:50_zürcher_verkehrsverbund,8.81927318514094,47.23627621281529,18.333333333333332,42-994-P-j19-1_zürcher_verkehrsverbund
gen:23016:1467:1:51_zürcher_verkehrsverbund,8.819291151446631,47.2365079876353,10.714285714285714,41-885-P-j19-1_zürcher_verkehrsverbund
gen:23016:1467:1:51_zürcher_verkehrsverbund,8.819291151446631,47.2365079876353,8.823529411764707,42-994-P-j19-1_zürcher_verkehrsverbund
gen:23016:1811:1:50_zürcher_verkehrsverbund,8.828382102123179,47.223038968770894,30.0,42-991-P-j19-1_zürcher_verkehrsverbund
gen:23016:1811:1:51_zürcher_verkehrsverbund,8.82821142221918,47.22308777574229,30.0,42-991-P-j19-1_zürcher_verkehrsverbund
gen:23016:1811:1:52_zürcher_verkehrsverbund,8.82910075435058,47.2232524989389,30.0,42-992-P-j19-1_zürcher_verkehrsverbund
gen:23016:1811:1:53_zürcher_verkehrsverbund,8.82910075435058,47.2232708014846,30.0,42-992-P-j19-1_zürcher_verkehrsverbund
gen:23016:2027:1:50_zürcher_verkehrsverbund,8.81696451486043,47.22508272224071,5.642857142857143,41-885-P-j19-1_zürcher_verkehrsverbund
gen:23016:2027:1:51_zürcher_verkehrsverbund,8.817242992598551,47.2251498292276,9.263157894736842,42-993-P-j19-1_zürcher_verkehrsverbund
gen:23016:2027:1:52_zürcher_verkehrsverbund,8.81744062196108,47.225338948460596,6.615384615384615,42-994-P-j19-1_zürcher_verkehrsverbund
gen:23016:2027:1:53_zürcher_verkehrsverbund,8.8171890936815,47.225235237997,15.7,42-995-P-j19-1_zürcher_verkehrsverbund
gen:23016:2027:1:54_zürcher_verkehrsverbund,8.81677586865074,47.2250644203205,,42-994-P-j19-1_zürcher_verkehrsverbund
